File,Original Document Type,Detected Document Type,Classification Status
3446401.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3447647.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3447692.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3447693.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3448183.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3448310.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3448800.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3448805.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3448841.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3448842.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3449215.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3449217.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3449263.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3449439.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3451098.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3451104.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3452143.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3452144.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3452230.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3452503.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3452523.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3452524.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3453300.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454282.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454284.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454301.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454331.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454354.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454356.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454417.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454426.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454427.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3454597.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3455475.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3455489.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3455521.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3455523.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3456626.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3456637.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3456988.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3457883.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3457931.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3457953.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3458329.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3458368.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3458392.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3458403.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3458554.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3458559.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3459285.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3459353.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3459362.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3459434.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3460502.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3460569.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3460570.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3460571.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3460862.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3460939.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3461145.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461793.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461794.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461803.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461831.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461832.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461934.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461941.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3461990.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462113.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462156.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462208.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462623.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462635.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462677.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462701.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462708.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462715.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462717.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462742.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3462749.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3463660.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3463688.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3464779.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3464782.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3464798.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3464799.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3465785.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3465786.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3465787.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3465807.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3465822.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3465823.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3465824.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3466034.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3466077.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3466079.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3466330.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3466378.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3466884.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3466930.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3468019.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3468891.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3468901.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3468978.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469472.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469487.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469488.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469500.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469517.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469518.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3469604.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470613.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470624.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470632.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470633.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470991.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470992.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3470993.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3471009.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3471013.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3471028.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3471030.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3471095.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3471594.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3471602.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3471613.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3473101.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3473667.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3473678.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3473687.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3473706.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3473731.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474024.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474827.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474828.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474839.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474891.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474908.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474909.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474910.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474935.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3474982.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3475881.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3475935.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3475976.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3475977.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3475986.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476219.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476408.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476906.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476910.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476932.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476934.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3476935.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478025.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478026.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478291.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478315.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478388.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478431.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478932.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3478944.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3479493.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3479523.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3479569.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3480055.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3480604.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3480605.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3481165.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3481601.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3481613.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3481815.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3482141.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3482142.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3483504.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3483529.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3483531.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3483585.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3483586.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484000.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484034.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484045.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484137.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484165.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484710.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484721.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484738.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484795.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484802.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484803.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484820.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3484821.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3485234.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3485862.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3485863.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3485930.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3488365.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3488771.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3488803.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3488804.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3488821.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489848.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489866.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489917.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489918.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489928.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489930.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489937.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489938.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489939.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489969.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3489970.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3490841.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3490970.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3491359.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3491360.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3491369.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3492200.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3492665.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3493121.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3495936.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3495947.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3495948.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3496527.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3496554.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3496578.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3496602.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3496630.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3497045.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3497046.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3497050.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3497072.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3497087.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3497800.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3498266.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3498338.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3498339.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3498712.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3498715.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3498718.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3498720.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3500574.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3500968.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3500976.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3500980.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3500981.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3501544.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3502166.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3502167.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3502179.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3502598.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3503376.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3503951.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3503953.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3503975.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3503976.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3503977.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3503978.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3504380.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3504393.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3504407.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3504991.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3505020.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3505473.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3506059.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3506060.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3506061.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3506062.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3506644.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3506645.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507172.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507174.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507198.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507200.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507202.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507204.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507221.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507591.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507592.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3507885.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3508062.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3508728.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3508820.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3508826.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3508827.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509290.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509291.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509316.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509318.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509328.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509682.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3509862.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510385.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3510405.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510406.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510407.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510591.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510601.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510894.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3510945.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3510961.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511032.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511082.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511597.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511598.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511621.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511622.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511623.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3511624.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3512326.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3512800.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513400.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513401.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513416.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513875.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513878.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513879.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513898.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513899.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513900.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513901.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3513902.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3514809.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3514818.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3514838.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3514867.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3515580.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3515592.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3516945.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3517401.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3517402.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3517412.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3517612.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3518220.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519721.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519722.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519723.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519724.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519737.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519738.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519739.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519740.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3519743.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3520336.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3521428.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3521429.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3521907.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3521908.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3521930.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3521942.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3522236.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3522470.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3522527.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3522535.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3522599.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3523504.txt ,HospitalProgressNote ,OfficeNotetextFiles ,failure
3523520.txt ,HospitalProgressNote ,HospitalConsultsTextFiles ,failure
3524268.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3524269.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3524300.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3524832.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3525058.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3525059.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3525451.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3525461.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3526081.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3526512.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
3526514.txt ,HospitalProgressNote ,HospitalProgressNoteTextFiles ,success
